Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
2741.5,143.0,68.0,1324.32,1368.0
2741.71,144.0,68.0,1327.92,1366.0
2741.92,145.0,68.0,1312.83,1367.0
2742.13,146.0,68.0,1317.46,1369.0
2742.34,147.0,68.0,1323.81,1364.0
2742.56,148.0,68.0,1314.89,1368.0
2742.77,149.0,68.0,1319.01,1363.0
2742.98,150.0,68.0,1311.8,1360.0
2743.19,151.0,68.0,1328.1,1366.0
2743.4,152.0,68.0,1316.43,1361.0
2743.61,153.0,68.0,1322.27,1367.0
2743.83,154.0,68.0,1341.82,1367.0
2744.04,155.0,68.0,1315.06,1365.0
2744.25,156.0,68.0,1323.81,1366.0
2744.46,157.0,68.0,1318.49,1367.0
2744.67,158.0,68.0,1317.98,1362.0
2744.89,159.0,68.0,1319.18,1368.0
2745.1,160.0,68.0,1319.35,1367.0
2745.31,161.0,68.0,1324.67,1368.0
2745.52,162.0,68.0,1320.55,1366.0
2745.73,163.0,68.0,1327.92,1366.0
2745.94,164.0,68.0,1316.61,1368.0
2746.16,165.0,68.0,1322.61,1365.0
2746.37,166.0,68.0,1320.38,1368.0
2746.58,167.0,68.0,1310.6,1366.0
2746.79,168.0,68.0,1320.21,1365.0
2747.0,169.0,68.0,1322.95,1368.0
2747.21,170.0,68.0,1321.06,1364.0
2747.43,171.0,68.0,1319.18,1368.0
2747.64,172.0,68.0,1318.66,1368.0
2747.85,173.0,68.0,1329.3,1366.0
2748.06,174.0,68.0,1319.35,1371.0
2748.27,175.0,68.0,1323.81,1369.0
2748.48,176.0,68.0,1334.27,1365.0
2748.7,177.0,68.0,1317.81,1368.0
2748.91,178.0,68.0,1319.18,1366.0
2749.12,179.0,68.0,1319.35,1372.0
2749.33,180.0,68.0,1320.38,1371.0
2749.54,181.0,69.0,1313.52,1363.0
2749.75,180.0,69.0,1325.35,1367.0
2749.97,179.0,69.0,1336.5,1367.0
2750.18,178.0,69.0,1318.32,1365.0
2750.39,177.0,69.0,1319.86,1363.0
2750.6,176.0,69.0,1314.72,1363.0
2750.81,175.0,69.0,1323.29,1364.0
2751.02,174.0,69.0,1317.46,1360.0
2751.24,173.0,69.0,1320.89,1367.0
2751.45,172.0,69.0,1318.83,1362.0
2751.66,171.0,69.0,1319.18,1366.0
2751.87,170.0,69.0,1319.86,1360.0
2752.08,169.0,69.0,1312.83,1367.0
2752.29,168.0,69.0,1316.61,1364.0
2752.51,167.0,69.0,1324.32,1365.0
2752.72,166.0,69.0,1322.78,1365.0
2752.93,165.0,69.0,1318.66,1360.0
2753.14,164.0,69.0,1314.89,1362.0
2753.35,163.0,69.0,1324.32,1367.0
2753.56,162.0,69.0,1312.66,1364.0
2753.78,161.0,69.0,1316.26,1362.0
2753.99,160.0,69.0,1324.67,1365.0
2754.2,159.0,69.0,1320.04,1367.0
2754.41,158.0,69.0,1318.83,1366.0
2754.62,157.0,69.0,1321.58,1365.0
2754.83,156.0,69.0,1320.21,1359.0
2755.05,155.0,69.0,1324.32,1362.0
2755.26,154.0,69.0,1312.66,1365.0
2755.47,153.0,69.0,1323.47,1366.0
2755.68,152.0,69.0,1315.58,1366.0
2755.89,151.0,69.0,1323.29,1362.0
2756.11,150.0,69.0,1325.87,1361.0
2756.32,149.0,69.0,1325.35,1361.0
2756.53,148.0,69.0,1324.49,1365.0
2756.74,147.0,69.0,1314.72,1361.0
2756.95,146.0,69.0,1319.01,1366.0
2757.16,145.0,69.0,1322.61,1361.0
2757.38,144.0,69.0,1319.52,1363.0
2757.59,143.0,69.0,1323.29,1366.0
2757.8,142.0,69.0,1316.95,1361.0
2758.01,141.0,69.0,1323.81,1358.0
2758.22,140.0,69.0,1315.75,1361.0
2758.43,139.0,69.0,1323.29,1357.0
2758.64,138.0,69.0,1321.58,1359.0
2758.86,137.0,69.0,1317.46,1362.0
2759.07,136.0,69.0,1327.75,1365.0
2759.28,135.0,69.0,1309.92,1363.0
2759.49,134.0,69.0,1319.52,1363.0
2759.7,133.0,69.0,1313.69,1358.0
2759.92,132.0,69.0,1318.83,1360.0
2760.13,131.0,69.0,1323.12,1364.0
2760.34,130.0,69.0,1313.69,1362.0
2760.55,129.0,69.0,1323.47,1361.0
2760.76,128.0,69.0,1310.26,1364.0
2760.97,127.0,69.0,1320.04,1362.0
2761.19,126.0,69.0,1318.15,1363.0
2761.4,125.0,69.0,1320.89,1361.0
2761.61,124.0,69.0,1318.66,1366.0
2761.82,123.0,69.0,1315.58,1361.0
2762.03,122.0,69.0,1323.47,1357.0
2762.25,121.0,69.0,1327.58,1359.0
2762.46,120.0,69.0,1323.29,1359.0
2762.67,119.0,69.0,1319.69,1364.0
2762.88,118.0,69.0,1317.12,1363.0
2763.09,117.0,69.0,1323.29,1359.0
2763.3,116.0,69.0,1311.29,1361.0
2763.51,115.0,69.0,1332.9,1361.0
2763.73,114.0,69.0,1312.49,1361.0
2763.94,113.0,69.0,1320.55,1359.0
2764.15,112.0,69.0,1320.04,1362.0
2764.36,111.0,69.0,1315.75,1361.0
2764.57,110.0,69.0,1323.64,1365.0
2764.78,109.0,69.0,1310.43,1365.0
2765.0,108.0,69.0,1324.49,1358.0
2765.21,107.0,69.0,1320.72,1365.0
2765.42,106.0,69.0,1312.66,1361.0
2765.63,105.0,69.0,1324.32,1362.0
2765.84,104.0,69.0,1311.29,1357.0
2766.05,103.0,69.0,1323.29,1363.0
2766.27,102.0,69.0,1321.75,1356.0
2766.48,101.0,69.0,1317.46,1359.0
2766.69,100.0,69.0,1319.86,1360.0
2766.9,99.0,69.0,1323.29,1358.0
2767.11,98.0,69.0,1323.47,1361.0
2767.32,97.0,69.0,1311.12,1360.0
2767.54,96.0,69.0,1327.75,1358.0
2767.75,95.0,69.0,1316.26,1359.0
2767.96,94.0,69.0,1317.29,1359.0
2768.17,93.0,69.0,1319.01,1358.0
2768.38,92.0,69.0,1323.12,1362.0
2768.59,91.0,69.0,1319.86,1361.0
2768.81,90.0,69.0,1317.46,1359.0
2769.02,89.0,69.0,1318.83,1363.0
2769.23,88.0,69.0,1320.21,1362.0
2769.44,87.0,69.0,1310.09,1357.0
2769.65,86.0,69.0,1327.75,1356.0
2769.86,85.0,69.0,1310.95,1355.0
2770.08,84.0,69.0,1319.01,1358.0
2770.29,83.0,69.0,1316.09,1357.0
2770.5,82.0,69.0,1321.92,1357.0
2770.71,81.0,69.0,1327.75,1361.0
2770.92,80.0,69.0,1314.72,1360.0
2771.13,79.0,69.0,1324.32,1363.0
2771.35,78.0,69.0,1314.72,1359.0
2771.56,77.0,69.0,1318.83,1359.0
2771.77,76.0,69.0,1328.78,1357.0
2771.98,75.0,69.0,1322.44,1366.0
2772.19,74.0,69.0,1327.75,1365.0
2772.4,73.0,69.0,1315.92,1360.0
2772.62,72.0,69.0,1324.15,1357.0
2772.83,71.0,69.0,1312.66,1361.0
2773.04,70.0,69.0,1322.09,1359.0
2773.25,69.0,69.0,1319.86,1360.0
2773.46,68.0,69.0,1314.72,1360.0
2773.67,67.0,69.0,1323.47,1361.0
2773.88,66.0,69.0,1320.21,1361.0
2774.1,65.0,69.0,1319.01,1364.0
2774.31,64.0,69.0,1325.35,1357.0
2774.52,63.0,69.0,1313.86,1360.0
2774.73,62.0,69.0,1318.83,1360.0
2774.94,61.0,69.0,1319.18,1359.0
2775.15,60.0,69.0,1333.24,1360.0
2775.37,59.0,69.0,1321.92,1360.0
2775.58,58.0,69.0,1319.01,1362.0
2775.79,57.0,69.0,1324.67,1362.0
2776.0,56.0,69.0,1316.09,1362.0
2776.21,55.0,69.0,1319.18,1365.0
2776.42,54.0,69.0,1311.29,1360.0
2776.64,53.0,69.0,1332.21,1365.0
2776.85,52.0,69.0,1325.52,1359.0
2777.06,51.0,69.0,1317.63,1357.0
2777.27,50.0,69.0,1324.84,1362.0
2777.48,49.0,69.0,1319.35,1356.0
2777.69,48.0,69.0,1323.81,1361.0
2777.91,47.0,69.0,1316.26,1363.0
2778.12,46.0,69.0,1319.18,1359.0
2778.33,45.0,69.0,1323.64,1361.0
2778.54,44.0,69.0,1323.12,1362.0
2778.75,43.0,69.0,1323.64,1364.0
2778.97,42.0,69.0,1319.35,1362.0
2779.18,41.0,69.0,1329.3,1362.0
2779.39,40.0,69.0,1317.46,1366.0
2779.6,39.0,69.0,1318.83,1364.0
2779.81,38.0,69.0,1320.04,1361.0
2780.02,37.0,69.0,1314.89,1361.0
2780.23,36.0,69.0,1319.18,1363.0
2780.45,35.0,69.0,1320.55,1360.0
2780.66,34.0,69.0,1319.35,1364.0
2780.87,33.0,69.0,1325.7,1365.0
2781.08,32.0,69.0,1313.86,1358.0
2781.29,31.0,69.0,1320.04,1361.0
2781.5,30.0,69.0,1310.77,1360.0
2781.72,29.0,69.0,1320.38,1364.0
2781.93,28.0,69.0,1319.35,1363.0
2782.14,27.0,69.0,1323.64,1366.0
2782.35,26.0,69.0,1324.49,1364.0
2782.56,25.0,69.0,1311.29,1368.0
2782.77,24.0,69.0,1319.52,1365.0
2782.99,23.0,69.0,1320.21,1366.0
2783.2,22.0,69.0,1320.21,1361.0
2783.41,21.0,69.0,1325.35,1361.0
2783.62,20.0,69.0,1329.64,1362.0
2783.83,19.0,69.0,1324.84,1368.0
2784.04,18.0,69.0,1314.89,1359.0
2784.26,17.0,69.0,1319.18,1364.0
2784.47,16.0,69.0,1311.46,1361.0
2784.68,15.0,69.0,1318.83,1368.0
2784.89,14.0,69.0,1322.61,1363.0
2785.1,13.0,69.0,1313.86,1360.0
2785.31,12.0,69.0,1345.25,1367.0
2785.53,11.0,69.0,1315.23,1363.0
2785.74,10.0,69.0,1324.67,1366.0
2785.95,9.0,69.0,1327.07,1366.0
2786.16,8.0,69.0,1319.18,1369.0
2786.37,7.0,69.0,1329.12,1361.0
2786.58,6.0,69.0,1315.75,1364.0
2786.8,5.0,69.0,1327.92,1366.0
2787.01,4.0,69.0,1311.63,1369.0
2787.22,3.0,69.0,1323.81,1362.0
2787.43,2.0,69.0,1320.89,1363.0
2787.64,1.0,69.0,1327.41,1371.0
2787.85,0.0,69.0,1319.35,1368.0
2788.07,-1.0,70.0,1314.72,1358.0
2788.28,0.0,70.0,1324.15,1360.0
2788.49,1.0,70.0,1314.55,1363.0
2788.7,2.0,70.0,1327.75,1356.0
2788.91,3.0,70.0,1319.86,1365.0
2789.12,4.0,70.0,1312.66,1365.0
2789.33,5.0,70.0,1320.04,1360.0
2789.55,6.0,70.0,1309.75,1359.0
2789.76,7.0,70.0,1318.83,1363.0
2789.97,8.0,70.0,1315.92,1361.0
2790.18,9.0,70.0,1319.01,1360.0
2790.39,10.0,70.0,1323.47,1360.0
2790.6,11.0,70.0,1311.29,1361.0
2790.82,12.0,70.0,1323.29,1359.0
2791.03,13.0,70.0,1310.95,1359.0
2791.24,14.0,70.0,1319.69,1359.0
2791.45,15.0,70.0,1320.72,1361.0
2791.66,16.0,70.0,1325.35,1364.0
2791.87,17.0,70.0,1319.52,1360.0
2792.09,18.0,70.0,1310.09,1359.0
2792.3,19.0,70.0,1319.01,1359.0
2792.51,20.0,70.0,1311.46,1359.0
2792.72,21.0,70.0,1323.47,1362.0
2792.93,22.0,70.0,1318.66,1359.0
2793.14,23.0,70.0,1313.86,1358.0
2793.36,24.0,70.0,1322.61,1365.0
2793.57,25.0,70.0,1310.43,1360.0
2793.78,26.0,70.0,1345.59,1358.0
2793.99,27.0,70.0,1312.66,1361.0
2794.2,28.0,70.0,1323.12,1363.0
2794.41,29.0,70.0,1333.07,1362.0
2794.63,30.0,70.0,1310.09,1358.0
2794.84,31.0,70.0,1323.29,1362.0
2795.05,32.0,70.0,1315.92,1360.0
2795.26,33.0,70.0,1318.66,1358.0
2795.47,34.0,70.0,1316.09,1362.0
2795.68,35.0,70.0,1317.29,1357.0
2795.89,36.0,70.0,1327.58,1358.0
2796.11,37.0,70.0,1323.29,1362.0
2796.32,38.0,70.0,1319.69,1357.0
2796.53,39.0,70.0,1311.12,1361.0
2796.74,40.0,70.0,1319.01,1358.0
2796.95,41.0,70.0,1324.49,1357.0
2797.16,42.0,70.0,1313.52,1359.0
2797.38,43.0,70.0,1323.12,1360.0
2797.59,44.0,70.0,1311.12,1359.0
2797.8,45.0,70.0,1328.61,1358.0
2798.01,46.0,70.0,1312.32,1361.0
2798.22,47.0,70.0,1328.44,1362.0
2798.43,48.0,70.0,1324.32,1357.0
2798.65,49.0,70.0,1323.12,1357.0
2798.86,50.0,70.0,1318.66,1358.0
2799.07,51.0,70.0,1319.86,1356.0
2799.28,52.0,70.0,1318.49,1362.0
2799.49,53.0,70.0,1315.92,1359.0
2799.7,54.0,70.0,1325.87,1361.0
2799.92,55.0,70.0,1327.58,1358.0
2800.13,56.0,70.0,1309.92,1358.0
2800.34,57.0,70.0,1328.44,1353.0
2800.55,58.0,70.0,1314.38,1359.0
2800.76,59.0,70.0,1323.12,1354.0
2800.97,60.0,70.0,1319.52,1355.0
2801.19,61.0,70.0,1316.78,1358.0
2801.4,62.0,70.0,1318.66,1358.0
2801.61,63.0,70.0,1310.95,1353.0
2801.82,64.0,70.0,1317.81,1355.0
2802.03,65.0,70.0,1312.32,1355.0
2802.24,66.0,70.0,1326.04,1359.0
2802.46,67.0,70.0,1318.49,1357.0
2802.67,68.0,70.0,1310.09,1356.0
2802.88,69.0,70.0,1319.52,1355.0
2803.09,70.0,70.0,1314.38,1358.0
2803.3,71.0,70.0,1327.58,1357.0
2803.51,72.0,70.0,1317.12,1355.0
2803.73,73.0,70.0,1315.92,1362.0
2803.94,74.0,70.0,1318.66,1357.0
2804.15,75.0,70.0,1310.6,1357.0
2804.36,76.0,70.0,1318.49,1355.0
2804.57,77.0,70.0,1314.55,1358.0
2804.78,78.0,70.0,1323.98,1355.0
2805.0,79.0,70.0,1322.95,1354.0
2805.21,80.0,70.0,1321.24,1358.0
2805.42,81.0,70.0,1328.44,1353.0
2805.63,82.0,70.0,1309.75,1355.0
2805.84,83.0,70.0,1318.49,1358.0
2806.05,84.0,70.0,1313.52,1351.0
2806.26,85.0,70.0,1329.3,1357.0
2806.48,86.0,70.0,1322.78,1355.0
2806.69,87.0,70.0,1319.86,1356.0
2806.9,88.0,70.0,1327.41,1353.0
2807.11,89.0,70.0,1309.57,1355.0
2807.32,90.0,70.0,1323.98,1357.0
2807.53,91.0,70.0,1317.12,1355.0
2807.75,92.0,70.0,1316.09,1357.0
2807.96,93.0,70.0,1328.44,1351.0
2808.17,94.0,70.0,1310.77,1358.0
2808.38,95.0,70.0,1323.12,1354.0
2808.59,96.0,70.0,1313.35,1354.0
2808.8,97.0,70.0,1318.49,1357.0
2809.02,98.0,70.0,1318.66,1353.0
2809.23,99.0,70.0,1313.52,1357.0
2809.44,100.0,70.0,1322.95,1358.0
2809.65,101.0,70.0,1309.92,1356.0
2809.86,102.0,70.0,1323.98,1355.0
2810.07,103.0,70.0,1326.55,1360.0
2810.29,104.0,70.0,1315.92,1358.0
2810.5,105.0,70.0,1318.49,1356.0
2810.71,106.0,70.0,1319.86,1360.0
2810.92,107.0,70.0,1319.35,1356.0
2811.13,108.0,70.0,1309.75,1359.0
2811.34,109.0,70.0,1322.78,1358.0
2811.56,110.0,70.0,1317.12,1357.0
2811.77,111.0,70.0,1316.61,1354.0
2811.98,112.0,70.0,1331.53,1355.0
2812.19,113.0,70.0,1319.52,1353.0
2812.4,114.0,70.0,1319.35,1355.0
2812.61,115.0,70.0,1311.63,1360.0
2812.83,116.0,70.0,1315.75,1357.0
2813.04,117.0,70.0,1319.69,1354.0
2813.25,118.0,70.0,1309.57,1357.0
2813.46,119.0,70.0,1327.24,1354.0
2813.67,120.0,70.0,1310.6,1358.0
2813.88,121.0,70.0,1328.44,1355.0
2814.1,122.0,70.0,1324.67,1361.0
2814.31,123.0,70.0,1312.32,1355.0
2814.52,124.0,70.0,1323.81,1357.0
2814.73,125.0,70.0,1315.06,1355.0
2814.94,126.0,70.0,1318.15,1355.0
2815.15,127.0,70.0,1321.06,1357.0
2815.37,128.0,70.0,1317.12,1354.0
2815.58,129.0,70.0,1318.15,1356.0
2815.79,130.0,70.0,1314.2,1354.0
2816.0,131.0,70.0,1319.52,1357.0
2816.21,132.0,70.0,1319.69,1356.0
2816.42,133.0,70.0,1317.63,1357.0
2816.64,134.0,70.0,1315.92,1355.0
2816.85,135.0,70.0,1329.81,1359.0
2817.06,136.0,70.0,1318.15,1356.0
2817.27,137.0,70.0,1314.2,1356.0
2817.48,138.0,70.0,1319.18,1355.0
2817.69,139.0,70.0,1317.63,1359.0
2817.91,140.0,70.0,1318.49,1359.0
2818.12,141.0,70.0,1331.35,1356.0
2818.33,142.0,70.0,1317.81,1356.0
2818.54,143.0,70.0,1319.52,1355.0
2818.75,144.0,70.0,1314.03,1356.0
2818.96,145.0,70.0,1327.24,1356.0
2819.18,146.0,70.0,1324.49,1357.0
2819.39,147.0,70.0,1320.21,1362.0
2819.6,148.0,70.0,1322.95,1361.0
2819.81,149.0,70.0,1314.03,1357.0
2820.02,150.0,70.0,1319.52,1359.0
2820.24,151.0,70.0,1312.15,1358.0
2820.45,152.0,70.0,1318.15,1359.0
2820.66,153.0,70.0,1319.52,1360.0
2820.87,154.0,70.0,1317.63,1358.0
2821.08,155.0,70.0,1327.24,1359.0
2821.29,156.0,70.0,1314.03,1355.0
2821.51,157.0,70.0,1323.98,1355.0
2821.72,158.0,70.0,1316.61,1359.0
2821.93,159.0,70.0,1320.21,1359.0
2822.14,160.0,70.0,1322.78,1360.0
2822.35,161.0,70.0,1310.77,1360.0
2822.56,162.0,70.0,1318.15,1361.0
2822.78,163.0,70.0,1316.61,1360.0
2822.99,164.0,70.0,1332.55,1359.0
2823.2,165.0,70.0,1321.41,1357.0
2823.41,166.0,70.0,1316.61,1361.0
2823.62,167.0,70.0,1322.78,1360.0
2823.83,168.0,70.0,1310.77,1360.0
2824.05,169.0,70.0,1318.49,1360.0
2824.26,170.0,70.0,1321.24,1359.0
2824.47,171.0,70.0,1325.35,1364.0
2824.68,172.0,70.0,1319.35,1359.0
2824.89,173.0,70.0,1318.49,1358.0
2825.1,174.0,70.0,1322.95,1356.0
2825.32,175.0,70.0,1323.64,1365.0
2825.53,176.0,70.0,1319.52,1360.0
2825.74,177.0,70.0,1320.38,1358.0
2825.95,178.0,70.0,1312.15,1358.0
2826.16,179.0,70.0,1323.81,1355.0
2826.37,180.0,70.0,1318.83,1359.0
2826.59,181.0,71.0,1326.9,1359.0
2826.8,180.0,71.0,1320.72,1356.0
2827.01,179.0,71.0,1321.06,1354.0
2827.22,178.0,71.0,1327.75,1354.0
2827.43,177.0,71.0,1318.15,1356.0
2827.64,176.0,71.0,1326.9,1361.0
2827.86,175.0,71.0,1314.89,1359.0
2828.07,174.0,71.0,1322.27,1355.0
2828.28,173.0,71.0,1324.15,1356.0
2828.49,172.0,71.0,1311.8,1355.0
2828.7,171.0,71.0,1322.95,1355.0
2828.91,170.0,71.0,1313.52,1353.0
2829.13,169.0,71.0,1327.07,1356.0
2829.34,168.0,71.0,1312.49,1352.0
2829.55,167.0,71.0,1321.06,1355.0
2829.76,166.0,71.0,1322.61,1354.0
2829.97,165.0,71.0,1313.69,1355.0
2830.18,164.0,71.0,1319.01,1359.0
2830.4,163.0,71.0,1313.69,1354.0
2830.61,162.0,71.0,1331.18,1357.0
2830.82,161.0,71.0,1324.32,1357.0
2831.03,160.0,71.0,1312.49,1358.0
2831.24,159.0,71.0,1317.98,1356.0
2831.46,158.0,71.0,1322.61,1359.0
2831.67,157.0,71.0,1327.92,1356.0
2831.88,156.0,71.0,1312.66,1358.0
2832.09,155.0,71.0,1315.41,1353.0
2832.3,154.0,71.0,1317.81,1357.0
2832.51,153.0,71.0,1314.89,1358.0
2832.73,152.0,71.0,1317.98,1351.0
2832.94,151.0,71.0,1309.4,1355.0
2833.15,150.0,71.0,1323.29,1350.0
2833.36,149.0,71.0,1316.26,1356.0
2833.57,148.0,71.0,1315.41,1354.0
2833.78,147.0,71.0,1331.01,1351.0
2834.0,146.0,71.0,1310.09,1356.0
2834.21,145.0,71.0,1331.18,1349.0
2834.42,144.0,71.0,1316.43,1353.0
2834.63,143.0,71.0,1315.41,1355.0
2834.84,142.0,71.0,1318.66,1353.0
2835.05,141.0,71.0,1313.52,1352.0
2835.27,140.0,71.0,1326.9,1356.0
2835.48,139.0,71.0,1310.26,1352.0
2835.69,138.0,71.0,1323.47,1354.0
2835.9,137.0,71.0,1315.41,1352.0
2836.11,136.0,71.0,1315.41,1354.0
2836.32,135.0,71.0,1319.01,1352.0
2836.54,134.0,71.0,1309.23,1354.0
2836.75,133.0,71.0,1317.81,1354.0
2836.96,132.0,71.0,1321.75,1355.0
2837.17,131.0,71.0,1316.43,1351.0
2837.38,130.0,71.0,1317.81,1352.0
2837.59,129.0,71.0,1318.15,1354.0
2837.81,128.0,71.0,1323.29,1357.0
2838.02,127.0,71.0,1314.55,1353.0
2838.23,126.0,71.0,1322.44,1351.0
2838.44,125.0,71.0,1319.69,1352.0
2838.65,124.0,71.0,1325.35,1356.0
2838.86,123.0,71.0,1317.98,1356.0
2839.08,122.0,71.0,1309.23,1355.0
2839.29,121.0,71.0,1319.18,1356.0
2839.5,120.0,71.0,1321.58,1356.0
2839.71,119.0,71.0,1317.81,1355.0
2839.92,118.0,71.0,1326.72,1355.0
2840.13,117.0,71.0,1323.64,1351.0
2840.35,116.0,71.0,1319.18,1355.0
2840.56,115.0,71.0,1309.4,1350.0
2840.77,114.0,71.0,1323.64,1352.0
2840.98,113.0,71.0,1316.26,1349.0
2841.19,112.0,71.0,1315.58,1355.0
2841.4,111.0,71.0,1326.72,1350.0
2841.62,110.0,71.0,1310.6,1352.0
2841.83,109.0,71.0,1319.01,1353.0
2842.04,108.0,71.0,1325.01,1352.0
2842.25,107.0,71.0,1318.15,1354.0
2842.46,106.0,71.0,1319.01,1350.0
2842.67,105.0,71.0,1311.8,1352.0
2842.89,104.0,71.0,1318.15,1351.0
2843.1,103.0,71.0,1310.6,1353.0
2843.31,102.0,71.0,1321.58,1354.0
2843.52,101.0,71.0,1312.15,1354.0
2843.73,100.0,71.0,1328.78,1351.0
2843.94,99.0,71.0,1327.92,1350.0
2844.16,98.0,71.0,1309.23,1353.0
2844.37,97.0,71.0,1321.92,1348.0
2844.58,96.0,71.0,1319.18,1352.0
2844.79,95.0,71.0,1317.98,1352.0
2845.0,94.0,71.0,1326.38,1353.0
2845.21,93.0,71.0,1313.0,1356.0
2845.43,92.0,71.0,1322.44,1356.0
2845.64,91.0,71.0,1309.06,1349.0
2845.85,90.0,71.0,1319.01,1357.0
2846.06,89.0,71.0,1320.72,1356.0
2846.27,88.0,71.0,1315.58,1350.0
2846.48,87.0,71.0,1323.47,1348.0
2846.7,86.0,71.0,1309.23,1354.0
2846.91,85.0,71.0,1331.01,1352.0
2847.12,84.0,71.0,1310.43,1355.0
2847.33,83.0,71.0,1317.81,1352.0
2847.54,82.0,71.0,1328.61,1350.0
2847.75,81.0,71.0,1316.43,1350.0
2847.97,80.0,71.0,1318.83,1352.0
2848.18,79.0,71.0,1322.44,1351.0
2848.39,78.0,71.0,1319.35,1352.0
2848.6,77.0,71.0,1313.0,1354.0
2848.81,76.0,71.0,1318.15,1353.0
2849.02,75.0,71.0,1319.01,1351.0
2849.23,74.0,71.0,1313.18,1351.0
2849.45,73.0,71.0,1322.78,1355.0
2849.66,72.0,71.0,1310.6,1354.0
2849.87,71.0,71.0,1318.32,1352.0
2850.08,70.0,71.0,1311.97,1351.0
2850.29,69.0,71.0,1316.61,1353.0
2850.5,68.0,71.0,1318.15,1352.0
2850.72,67.0,71.0,1314.03,1348.0
2850.93,66.0,71.0,1319.18,1349.0
2851.14,65.0,71.0,1313.86,1355.0
2851.35,64.0,71.0,1322.61,1350.0
2851.56,63.0,71.0,1320.89,1354.0
2851.77,62.0,71.0,1311.46,1357.0
2851.99,61.0,71.0,1322.61,1353.0
2852.2,60.0,71.0,1319.52,1353.0
2852.41,59.0,71.0,1318.15,1354.0
2852.62,58.0,71.0,1316.43,1354.0
2852.83,57.0,71.0,1327.92,1352.0
2853.04,56.0,71.0,1318.32,1355.0
2853.26,55.0,71.0,1309.57,1356.0
2853.47,54.0,71.0,1323.64,1353.0
2853.68,53.0,71.0,1309.23,1357.0
2853.89,52.0,71.0,1318.15,1351.0
2854.1,51.0,71.0,1316.43,1353.0
2854.31,50.0,71.0,1324.49,1356.0
2854.53,49.0,71.0,1318.32,1354.0
2854.74,48.0,71.0,1310.43,1354.0
2854.95,47.0,71.0,1327.07,1354.0
2855.16,46.0,71.0,1314.2,1351.0
2855.37,45.0,71.0,1319.18,1352.0
2855.58,44.0,71.0,1320.21,1354.0
2855.8,43.0,71.0,1316.61,1356.0
2856.01,42.0,71.0,1319.18,1355.0
2856.22,41.0,71.0,1318.49,1354.0
2856.43,40.0,71.0,1318.15,1357.0
2856.64,39.0,71.0,1317.63,1357.0
2856.85,38.0,71.0,1318.32,1355.0
2857.07,37.0,71.0,1322.61,1353.0
2857.28,36.0,71.0,1310.6,1352.0
2857.49,35.0,71.0,1318.15,1356.0
2857.7,34.0,71.0,1314.03,1357.0
2857.91,33.0,71.0,1318.66,1356.0
2858.12,32.0,71.0,1320.21,1354.0
2858.34,31.0,71.0,1320.72,1356.0
2858.55,30.0,71.0,1323.81,1355.0
2858.76,29.0,71.0,1309.57,1358.0
2858.97,28.0,71.0,1327.07,1353.0
2859.18,27.0,71.0,1315.41,1353.0
2859.39,26.0,71.0,1318.32,1355.0
2859.61,25.0,71.0,1318.49,1359.0
2859.82,24.0,71.0,1313.0,1353.0
2860.03,23.0,71.0,1331.35,1355.0
2860.24,22.0,71.0,1309.4,1356.0
2860.45,21.0,71.0,1319.35,1352.0
2860.66,20.0,71.0,1320.89,1354.0
2860.87,19.0,71.0,1318.32,1354.0
2861.09,18.0,71.0,1328.1,1352.0
2861.3,17.0,71.0,1318.49,1352.0
2861.51,16.0,71.0,1318.15,1353.0
2861.72,15.0,71.0,1310.6,1354.0
2861.93,14.0,71.0,1318.15,1359.0
2862.14,13.0,71.0,1320.21,1358.0
2862.36,12.0,71.0,1322.09,1356.0
2862.57,11.0,71.0,1319.01,1353.0
2862.78,10.0,71.0,1309.75,1353.0
2862.99,9.0,71.0,1324.15,1357.0
2863.2,8.0,71.0,1318.66,1355.0
2863.41,7.0,71.0,1322.61,1356.0
2863.63,6.0,71.0,1319.35,1357.0
2863.84,5.0,71.0,1318.66,1355.0
2864.05,4.0,71.0,1318.32,1353.0
2864.26,3.0,71.0,1315.23,1354.0
2864.47,2.0,71.0,1318.49,1355.0
2864.68,1.0,71.0,1313.18,1355.0
2864.9,0.0,71.0,1317.81,1357.0
2865.11,-1.0,72.0,1317.98,1350.0
2865.32,0.0,72.0,1327.58,1358.0
2865.53,1.0,72.0,1322.27,1354.0
2865.74,2.0,72.0,1313.52,1355.0
2865.95,3.0,72.0,1323.29,1351.0
2866.16,4.0,72.0,1315.41,1354.0
2866.38,5.0,72.0,1315.23,1353.0
2866.59,6.0,72.0,1323.47,1355.0
2866.8,7.0,72.0,1313.69,1353.0
2867.01,8.0,72.0,1319.18,1352.0
2867.22,9.0,72.0,1309.06,1353.0
2867.43,10.0,72.0,1326.55,1351.0
2867.65,11.0,72.0,1323.64,1353.0
2867.86,12.0,72.0,1311.8,1352.0
2868.07,13.0,72.0,1317.81,1350.0
2868.28,14.0,72.0,1310.09,1350.0
2868.49,15.0,72.0,1322.27,1349.0
2868.7,16.0,72.0,1304.6,1356.0
2868.92,17.0,72.0,1323.29,1350.0
2869.13,18.0,72.0,1335.13,1355.0
2869.34,19.0,72.0,1309.23,1352.0
2869.55,20.0,72.0,1323.12,1351.0
